Week,TOW,Lat,Lon,Alt
2057,110979.000,22.31282700,114.17027400,4.770
2057,110980.000,22.31282700,114.17027400,4.770
2057,110981.000,22.31282700,114.17027400,4.770
2057,110982.000,22.31282700,114.17027400,4.770
2057,110983.000,22.31282700,114.17027400,4.770
2057,110984.000,22.31282700,114.17027400,4.770
2057,110985.000,22.31282700,114.17027400,4.770
2057,110986.000,22.31282700,114.17027400,4.770
2057,110987.000,22.31282700,114.17027400,4.770
2057,110988.000,22.31282700,114.17027400,4.770
2057,110989.000,22.31282700,114.17027400,4.770
2057,110990.000,22.31282700,114.17027400,4.770
2057,110991.000,22.31282700,114.17027400,4.770
2057,110992.000,22.31282700,114.17027400,4.770
2057,110993.000,22.31282700,114.17027400,4.770
2057,110994.000,22.31282700,114.17027400,4.770
2057,110995.000,22.31282700,114.17027400,4.770
2057,110996.000,22.31282700,114.17027400,4.770
2057,110997.000,22.31282700,114.17027400,4.770
2057,110998.000,22.31282700,114.17027400,4.770
2057,110999.000,22.31282700,114.17027400,4.770
2057,111000.000,22.31282700,114.17027400,4.770
2057,111001.000,22.31282700,114.17027400,4.770
2057,111002.000,22.31282700,114.17027400,4.770
2057,111003.000,22.31282700,114.17027400,4.770
2057,111004.000,22.31282700,114.17027400,4.770
2057,111005.000,22.31282700,114.17027400,4.770
2057,111006.000,22.31282700,114.17027400,4.770
2057,111007.000,22.31282700,114.17027400,4.770
2057,111008.000,22.31282700,114.17027400,4.770
2057,111009.000,22.31282701,114.17027401,4.770
2057,111010.000,22.31282701,114.17027401,4.770
2057,111011.000,22.31282701,114.17027401,4.770
2057,111012.000,22.31282701,114.17027401,4.770
2057,111013.000,22.31282701,114.17027401,4.770
2057,111014.000,22.31282701,114.17027401,4.770
2057,111015.000,22.31282701,114.17027401,4.770
2057,111016.000,22.31282701,114.17027401,4.770
2057,111017.000,22.31282701,114.17027401,4.770
2057,111018.000,22.31282701,114.17027401,4.770
2057,111019.000,22.31282701,114.17027401,4.770
2057,111020.000,22.31282701,114.17027401,4.770
2057,111021.000,22.31282701,114.17027401,4.770
2057,111022.000,22.31282701,114.17027401,4.770
2057,111023.000,22.31282701,114.17027401,4.770
2057,111024.000,22.31282701,114.17027401,4.770
2057,111025.000,22.31282701,114.17027401,4.770
2057,111026.000,22.31282701,114.17027401,4.770
2057,111027.000,22.31282701,114.17027401,4.770
2057,111028.000,22.31282701,114.17027401,4.770
2057,111029.000,22.31282701,114.17027401,4.770
2057,111030.000,22.31282701,114.17027401,4.770
2057,111031.000,22.31282701,114.17027401,4.770
2057,111032.000,22.31282701,114.17027401,4.770
2057,111033.000,22.31282701,114.17027401,4.770
2057,111034.000,22.31282701,114.17027401,4.770
2057,111035.000,22.31282701,114.17027401,4.770
2057,111036.000,22.31282701,114.17027401,4.770
2057,111037.000,22.31282701,114.17027401,4.770
2057,111038.000,22.31282701,114.17027401,4.770
2057,111039.000,22.31282701,114.17027401,4.770
2057,111040.000,22.31282701,114.17027401,4.770
2057,111041.000,22.31282701,114.17027401,4.770
2057,111042.000,22.31282701,114.17027401,4.770
2057,111043.000,22.31282701,114.17027401,4.770
